image_id,split,sat_image_path,mask_path
776780,train,data/776780_sat.jpg,data/776780_mask.png
399244,train,data/399244_sat.jpg,data/399244_mask.png
290587,train,data/290587_sat.jpg,data/290587_mask.png
386604,train,data/386604_sat.jpg,data/386604_mask.png
710127,train,data/710127_sat.jpg,data/710127_mask.png
978104,train,data/978104_sat.jpg,data/978104_mask.png
96326,train,data/96326_sat.jpg,data/96326_mask.png
298999,train,data/298999_sat.jpg,data/298999_mask.png
718606,train,data/718606_sat.jpg,data/718606_mask.png
163228,train,data/163228_sat.jpg,data/163228_mask.png
237451,train,data/237451_sat.jpg,data/237451_mask.png
218931,train,data/218931_sat.jpg,data/218931_mask.png
486602,train,data/486602_sat.jpg,data/486602_mask.png
607487,train,data/607487_sat.jpg,data/607487_mask.png
139431,train,data/139431_sat.jpg,data/139431_mask.png
98029,train,data/98029_sat.jpg,data/98029_mask.png
417665,train,data/417665_sat.jpg,data/417665_mask.png
195688,train,data/195688_sat.jpg,data/195688_mask.png
352622,train,data/352622_sat.jpg,data/352622_mask.png
711749,train,data/711749_sat.jpg,data/711749_mask.png
682892,train,data/682892_sat.jpg,data/682892_mask.png
840536,train,data/840536_sat.jpg,data/840536_mask.png
840823,train,data/840823_sat.jpg,data/840823_mask.png
104350,train,data/104350_sat.jpg,data/104350_mask.png
259816,train,data/259816_sat.jpg,data/259816_mask.png
720997,train,data/720997_sat.jpg,data/720997_mask.png
482744,train,data/482744_sat.jpg,data/482744_mask.png
50639,train,data/50639_sat.jpg,data/50639_mask.png
117888,train,data/117888_sat.jpg,data/117888_mask.png
429404,train,data/429404_sat.jpg,data/429404_mask.png
96635,train,data/96635_sat.jpg,data/96635_mask.png
107853,train,data/107853_sat.jpg,data/107853_mask.png
29019,train,data/29019_sat.jpg,data/29019_mask.png
202536,train,data/202536_sat.jpg,data/202536_mask.png
74989,train,data/74989_sat.jpg,data/74989_mask.png
279620,train,data/279620_sat.jpg,data/279620_mask.png
38479,train,data/38479_sat.jpg,data/38479_mask.png
142373,train,data/142373_sat.jpg,data/142373_mask.png
511762,train,data/511762_sat.jpg,data/511762_mask.png
550477,train,data/550477_sat.jpg,data/550477_mask.png
360726,train,data/360726_sat.jpg,data/360726_mask.png
201182,train,data/201182_sat.jpg,data/201182_mask.png
942296,train,data/942296_sat.jpg,data/942296_mask.png
938177,train,data/938177_sat.jpg,data/938177_mask.png
541430,train,data/541430_sat.jpg,data/541430_mask.png
266719,train,data/266719_sat.jpg,data/266719_mask.png
682374,train,data/682374_sat.jpg,data/682374_mask.png
632287,train,data/632287_sat.jpg,data/632287_mask.png
567919,train,data/567919_sat.jpg,data/567919_mask.png
96639,train,data/96639_sat.jpg,data/96639_mask.png
823514,train,data/823514_sat.jpg,data/823514_mask.png
295393,train,data/295393_sat.jpg,data/295393_mask.png
570749,train,data/570749_sat.jpg,data/570749_mask.png
558593,train,data/558593_sat.jpg,data/558593_mask.png
53109,train,data/53109_sat.jpg,data/53109_mask.png
439492,train,data/439492_sat.jpg,data/439492_mask.png
118131,train,data/118131_sat.jpg,data/118131_mask.png
721100,train,data/721100_sat.jpg,data/721100_mask.png
995848,train,data/995848_sat.jpg,data/995848_mask.png
603213,train,data/603213_sat.jpg,data/603213_mask.png
677861,train,data/677861_sat.jpg,data/677861_mask.png
859461,train,data/859461_sat.jpg,data/859461_mask.png
960793,train,data/960793_sat.jpg,data/960793_mask.png
800704,train,data/800704_sat.jpg,data/800704_mask.png
844589,train,data/844589_sat.jpg,data/844589_mask.png
835491,train,data/835491_sat.jpg,data/835491_mask.png
112762,train,data/112762_sat.jpg,data/112762_mask.png
380184,train,data/380184_sat.jpg,data/380184_mask.png
345264,train,data/345264_sat.jpg,data/345264_mask.png
732273,train,data/732273_sat.jpg,data/732273_mask.png
529820,train,data/529820_sat.jpg,data/529820_mask.png
746743,train,data/746743_sat.jpg,data/746743_mask.png
376233,train,data/376233_sat.jpg,data/376233_mask.png
877909,train,data/877909_sat.jpg,data/877909_mask.png
81150,train,data/81150_sat.jpg,data/81150_mask.png
910400,train,data/910400_sat.jpg,data/910400_mask.png
329556,train,data/329556_sat.jpg,data/329556_mask.png
601596,train,data/601596_sat.jpg,data/601596_mask.png
546662,train,data/546662_sat.jpg,data/546662_mask.png
601859,train,data/601859_sat.jpg,data/601859_mask.png
976914,train,data/976914_sat.jpg,data/976914_mask.png
810689,train,data/810689_sat.jpg,data/810689_mask.png
566750,train,data/566750_sat.jpg,data/566750_mask.png
199215,train,data/199215_sat.jpg,data/199215_mask.png
411554,train,data/411554_sat.jpg,data/411554_mask.png
97115,train,data/97115_sat.jpg,data/97115_mask.png
860220,train,data/860220_sat.jpg,data/860220_mask.png
248426,train,data/248426_sat.jpg,data/248426_mask.png
184760,train,data/184760_sat.jpg,data/184760_mask.png
68733,train,data/68733_sat.jpg,data/68733_mask.png
62371,train,data/62371_sat.jpg,data/62371_mask.png
276572,train,data/276572_sat.jpg,data/276572_mask.png
763876,train,data/763876_sat.jpg,data/763876_mask.png
655291,train,data/655291_sat.jpg,data/655291_mask.png
313498,train,data/313498_sat.jpg,data/313498_mask.png
511525,train,data/511525_sat.jpg,data/511525_mask.png
821399,train,data/821399_sat.jpg,data/821399_mask.png
85473,train,data/85473_sat.jpg,data/85473_mask.png
707893,train,data/707893_sat.jpg,data/707893_mask.png
140927,train,data/140927_sat.jpg,data/140927_mask.png
515984,train,data/515984_sat.jpg,data/515984_mask.png
616611,train,data/616611_sat.jpg,data/616611_mask.png
401546,train,data/401546_sat.jpg,data/401546_mask.png
558167,train,data/558167_sat.jpg,data/558167_mask.png
371829,train,data/371829_sat.jpg,data/371829_mask.png
950919,train,data/950919_sat.jpg,data/950919_mask.png
861220,train,data/861220_sat.jpg,data/861220_mask.png
197397,train,data/197397_sat.jpg,data/197397_mask.png
883839,train,data/883839_sat.jpg,data/883839_mask.png
73033,train,data/73033_sat.jpg,data/73033_mask.png
650278,train,data/650278_sat.jpg,data/650278_mask.png
245375,train,data/245375_sat.jpg,data/245375_mask.png
834144,train,data/834144_sat.jpg,data/834144_mask.png
354691,train,data/354691_sat.jpg,data/354691_mask.png
281122,train,data/281122_sat.jpg,data/281122_mask.png
844808,train,data/844808_sat.jpg,data/844808_mask.png
566823,train,data/566823_sat.jpg,data/566823_mask.png
692921,train,data/692921_sat.jpg,data/692921_mask.png
826982,train,data/826982_sat.jpg,data/826982_mask.png
987840,train,data/987840_sat.jpg,data/987840_mask.png
410490,train,data/410490_sat.jpg,data/410490_mask.png
95573,train,data/95573_sat.jpg,data/95573_mask.png
232446,train,data/232446_sat.jpg,data/232446_mask.png
885911,train,data/885911_sat.jpg,data/885911_mask.png
289571,train,data/289571_sat.jpg,data/289571_mask.png
937098,train,data/937098_sat.jpg,data/937098_mask.png
331675,train,data/331675_sat.jpg,data/331675_mask.png
31578,train,data/31578_sat.jpg,data/31578_mask.png
224447,train,data/224447_sat.jpg,data/224447_mask.png
154786,train,data/154786_sat.jpg,data/154786_mask.png
121541,train,data/121541_sat.jpg,data/121541_mask.png
145767,train,data/145767_sat.jpg,data/145767_mask.png
320459,train,data/320459_sat.jpg,data/320459_mask.png
246363,train,data/246363_sat.jpg,data/246363_mask.png
15833,train,data/15833_sat.jpg,data/15833_mask.png
530184,train,data/530184_sat.jpg,data/530184_mask.png
21331,train,data/21331_sat.jpg,data/21331_mask.png
65602,train,data/65602_sat.jpg,data/65602_mask.png
577799,train,data/577799_sat.jpg,data/577799_mask.png
584565,train,data/584565_sat.jpg,data/584565_mask.png
832167,train,data/832167_sat.jpg,data/832167_mask.png
71429,train,data/71429_sat.jpg,data/71429_mask.png
300560,train,data/300560_sat.jpg,data/300560_mask.png
549767,train,data/549767_sat.jpg,data/549767_mask.png
86650,train,data/86650_sat.jpg,data/86650_mask.png
486442,train,data/486442_sat.jpg,data/486442_mask.png
374383,train,data/374383_sat.jpg,data/374383_mask.png
596940,train,data/596940_sat.jpg,data/596940_mask.png
547941,train,data/547941_sat.jpg,data/547941_mask.png
815168,train,data/815168_sat.jpg,data/815168_mask.png
862470,train,data/862470_sat.jpg,data/862470_mask.png
543006,train,data/543006_sat.jpg,data/543006_mask.png
740865,train,data/740865_sat.jpg,data/740865_mask.png
481527,train,data/481527_sat.jpg,data/481527_mask.png
524793,train,data/524793_sat.jpg,data/524793_mask.png
108254,train,data/108254_sat.jpg,data/108254_mask.png
111140,train,data/111140_sat.jpg,data/111140_mask.png
217838,train,data/217838_sat.jpg,data/217838_mask.png
445366,train,data/445366_sat.jpg,data/445366_mask.png
564839,train,data/564839_sat.jpg,data/564839_mask.png
999233,train,data/999233_sat.jpg,data/999233_mask.png
216376,train,data/216376_sat.jpg,data/216376_mask.png
887195,train,data/887195_sat.jpg,data/887195_mask.png
973890,train,data/973890_sat.jpg,data/973890_mask.png
689530,train,data/689530_sat.jpg,data/689530_mask.png
414592,train,data/414592_sat.jpg,data/414592_mask.png
715887,train,data/715887_sat.jpg,data/715887_mask.png
974725,train,data/974725_sat.jpg,data/974725_mask.png
640436,train,data/640436_sat.jpg,data/640436_mask.png
616496,train,data/616496_sat.jpg,data/616496_mask.png
616751,train,data/616751_sat.jpg,data/616751_mask.png
788531,train,data/788531_sat.jpg,data/788531_mask.png
232758,train,data/232758_sat.jpg,data/232758_mask.png
408679,train,data/408679_sat.jpg,data/408679_mask.png
641916,train,data/641916_sat.jpg,data/641916_mask.png
428707,train,data/428707_sat.jpg,data/428707_mask.png
939841,train,data/939841_sat.jpg,data/939841_mask.png
284083,train,data/284083_sat.jpg,data/284083_mask.png
455551,train,data/455551_sat.jpg,data/455551_mask.png
77378,train,data/77378_sat.jpg,data/77378_mask.png
754467,train,data/754467_sat.jpg,data/754467_mask.png
273061,train,data/273061_sat.jpg,data/273061_mask.png
770503,train,data/770503_sat.jpg,data/770503_mask.png
831394,train,data/831394_sat.jpg,data/831394_mask.png
16754,train,data/16754_sat.jpg,data/16754_mask.png
300246,train,data/300246_sat.jpg,data/300246_mask.png
572614,train,data/572614_sat.jpg,data/572614_mask.png
782731,train,data/782731_sat.jpg,data/782731_mask.png
953426,train,data/953426_sat.jpg,data/953426_mask.png
253879,train,data/253879_sat.jpg,data/253879_mask.png
512435,train,data/512435_sat.jpg,data/512435_mask.png
783598,train,data/783598_sat.jpg,data/783598_mask.png
86801,train,data/86801_sat.jpg,data/86801_mask.png
301490,train,data/301490_sat.jpg,data/301490_mask.png
437637,train,data/437637_sat.jpg,data/437637_mask.png
730376,train,data/730376_sat.jpg,data/730376_mask.png
563197,train,data/563197_sat.jpg,data/563197_mask.png
528798,train,data/528798_sat.jpg,data/528798_mask.png
665694,train,data/665694_sat.jpg,data/665694_mask.png
724870,train,data/724870_sat.jpg,data/724870_mask.png
312663,train,data/312663_sat.jpg,data/312663_mask.png
735376,train,data/735376_sat.jpg,data/735376_mask.png
996759,train,data/996759_sat.jpg,data/996759_mask.png
38615,train,data/38615_sat.jpg,data/38615_mask.png
775515,train,data/775515_sat.jpg,data/775515_mask.png
576302,train,data/576302_sat.jpg,data/576302_mask.png
540679,train,data/540679_sat.jpg,data/540679_mask.png
823673,train,data/823673_sat.jpg,data/823673_mask.png
869901,train,data/869901_sat.jpg,data/869901_mask.png
63238,train,data/63238_sat.jpg,data/63238_mask.png
100841,train,data/100841_sat.jpg,data/100841_mask.png
454552,train,data/454552_sat.jpg,data/454552_mask.png
200716,train,data/200716_sat.jpg,data/200716_mask.png
375903,train,data/375903_sat.jpg,data/375903_mask.png
710678,train,data/710678_sat.jpg,data/710678_mask.png
926026,train,data/926026_sat.jpg,data/926026_mask.png
863140,train,data/863140_sat.jpg,data/863140_mask.png
784659,train,data/784659_sat.jpg,data/784659_mask.png
800933,train,data/800933_sat.jpg,data/800933_mask.png
472362,train,data/472362_sat.jpg,data/472362_mask.png
648616,train,data/648616_sat.jpg,data/648616_mask.png
925360,train,data/925360_sat.jpg,data/925360_mask.png
255193,train,data/255193_sat.jpg,data/255193_mask.png
51242,train,data/51242_sat.jpg,data/51242_mask.png
679925,train,data/679925_sat.jpg,data/679925_mask.png
419054,train,data/419054_sat.jpg,data/419054_mask.png
308856,train,data/308856_sat.jpg,data/308856_mask.png
892063,train,data/892063_sat.jpg,data/892063_mask.png
368807,train,data/368807_sat.jpg,data/368807_mask.png
925068,train,data/925068_sat.jpg,data/925068_mask.png
388122,train,data/388122_sat.jpg,data/388122_mask.png
804816,train,data/804816_sat.jpg,data/804816_mask.png
797110,train,data/797110_sat.jpg,data/797110_mask.png
478077,train,data/478077_sat.jpg,data/478077_mask.png
451850,train,data/451850_sat.jpg,data/451850_mask.png
52421,train,data/52421_sat.jpg,data/52421_mask.png
266032,train,data/266032_sat.jpg,data/266032_mask.png
30689,train,data/30689_sat.jpg,data/30689_mask.png
589551,train,data/589551_sat.jpg,data/589551_mask.png
910154,train,data/910154_sat.jpg,data/910154_mask.png
99367,train,data/99367_sat.jpg,data/99367_mask.png
603884,train,data/603884_sat.jpg,data/603884_mask.png
134280,train,data/134280_sat.jpg,data/134280_mask.png
932353,train,data/932353_sat.jpg,data/932353_mask.png
106741,train,data/106741_sat.jpg,data/106741_mask.png
185983,train,data/185983_sat.jpg,data/185983_mask.png
281008,train,data/281008_sat.jpg,data/281008_mask.png
778115,train,data/778115_sat.jpg,data/778115_mask.png
968690,train,data/968690_sat.jpg,data/968690_mask.png
904178,train,data/904178_sat.jpg,data/904178_mask.png
425216,train,data/425216_sat.jpg,data/425216_mask.png
705112,train,data/705112_sat.jpg,data/705112_mask.png
140935,train,data/140935_sat.jpg,data/140935_mask.png
261906,train,data/261906_sat.jpg,data/261906_mask.png
428426,train,data/428426_sat.jpg,data/428426_mask.png
946799,train,data/946799_sat.jpg,data/946799_mask.png
37493,train,data/37493_sat.jpg,data/37493_mask.png
159264,train,data/159264_sat.jpg,data/159264_mask.png
344028,train,data/344028_sat.jpg,data/344028_mask.png
332370,train,data/332370_sat.jpg,data/332370_mask.png
595564,train,data/595564_sat.jpg,data/595564_mask.png
485186,train,data/485186_sat.jpg,data/485186_mask.png
71939,train,data/71939_sat.jpg,data/71939_mask.png
880871,train,data/880871_sat.jpg,data/880871_mask.png
321959,train,data/321959_sat.jpg,data/321959_mask.png
491748,train,data/491748_sat.jpg,data/491748_mask.png
651870,train,data/651870_sat.jpg,data/651870_mask.png
132294,train,data/132294_sat.jpg,data/132294_mask.png
232755,train,data/232755_sat.jpg,data/232755_mask.png
287837,train,data/287837_sat.jpg,data/287837_mask.png
771718,train,data/771718_sat.jpg,data/771718_mask.png
365725,train,data/365725_sat.jpg,data/365725_mask.png
362004,train,data/362004_sat.jpg,data/362004_mask.png
455709,train,data/455709_sat.jpg,data/455709_mask.png
832482,train,data/832482_sat.jpg,data/832482_mask.png
66180,train,data/66180_sat.jpg,data/66180_mask.png
239555,train,data/239555_sat.jpg,data/239555_mask.png
356431,train,data/356431_sat.jpg,data/356431_mask.png
39884,train,data/39884_sat.jpg,data/39884_mask.png
483698,train,data/483698_sat.jpg,data/483698_mask.png
150984,train,data/150984_sat.jpg,data/150984_mask.png
783991,train,data/783991_sat.jpg,data/783991_mask.png
746094,train,data/746094_sat.jpg,data/746094_mask.png
565512,train,data/565512_sat.jpg,data/565512_mask.png
450934,train,data/450934_sat.jpg,data/450934_mask.png
353807,train,data/353807_sat.jpg,data/353807_mask.png
725392,train,data/725392_sat.jpg,data/725392_mask.png
969029,train,data/969029_sat.jpg,data/969029_mask.png
675819,train,data/675819_sat.jpg,data/675819_mask.png
85211,train,data/85211_sat.jpg,data/85211_mask.png
921723,train,data/921723_sat.jpg,data/921723_mask.png
542502,train,data/542502_sat.jpg,data/542502_mask.png
95070,train,data/95070_sat.jpg,data/95070_mask.png
512863,train,data/512863_sat.jpg,data/512863_mask.png
79292,train,data/79292_sat.jpg,data/79292_mask.png
345150,train,data/345150_sat.jpg,data/345150_mask.png
780544,train,data/780544_sat.jpg,data/780544_mask.png
453115,train,data/453115_sat.jpg,data/453115_mask.png
297834,train,data/297834_sat.jpg,data/297834_mask.png
126572,train,data/126572_sat.jpg,data/126572_mask.png
226952,train,data/226952_sat.jpg,data/226952_mask.png
97279,train,data/97279_sat.jpg,data/97279_mask.png
584677,train,data/584677_sat.jpg,data/584677_mask.png
878110,train,data/878110_sat.jpg,data/878110_mask.png
626460,train,data/626460_sat.jpg,data/626460_mask.png
378019,train,data/378019_sat.jpg,data/378019_mask.png
823835,train,data/823835_sat.jpg,data/823835_mask.png
617037,train,data/617037_sat.jpg,data/617037_mask.png
390928,train,data/390928_sat.jpg,data/390928_mask.png
899642,train,data/899642_sat.jpg,data/899642_mask.png
754948,train,data/754948_sat.jpg,data/754948_mask.png
103056,train,data/103056_sat.jpg,data/103056_mask.png
100034,train,data/100034_sat.jpg,data/100034_mask.png
408814,train,data/408814_sat.jpg,data/408814_mask.png
296759,train,data/296759_sat.jpg,data/296759_mask.png
763947,train,data/763947_sat.jpg,data/763947_mask.png
593246,train,data/593246_sat.jpg,data/593246_mask.png
501593,train,data/501593_sat.jpg,data/501593_mask.png
590576,train,data/590576_sat.jpg,data/590576_mask.png
160432,train,data/160432_sat.jpg,data/160432_mask.png
